processed_tweets,class
your a punk pussy ass bitch dude you don t have the balls to fight all you wanna do is wanna hit girls your a fuckin bitch,1
rt true i need to sleep to make them gainz bruh so all the hoes stay mirin p alright later,0
you re dismissed bitch not in the mood for fucktards this morning blocked,1
rt rt can you imagine tryn yo hardest to stop a bitch frm slutin and still comin up unsuccessful,1
i would call you a bitch but that s frowned upon,1
gotta turn the hoe into housewife,1
that s meant toward my dads gf shes a bitch dude,1
he s just a cunt and nobody likes him he should choke on shit,1
i know this one hoe on twitter right now that s catfishin shit,1
shyyyyyt hours ain t no hoe this fulltime hr plus overtime and benefits sounds real good to me,1
rt i got bitches an i know some killlllllas fuck y all,1
if you aint bout that murder game pussy nigga shut up,1
rt i swear a yung nigga use to wanna be a heartbreak kid rt shawn micheals amp razor ramon both had bitches,1
y all bitches be coming up with some dumb shit what the fuck is fleek,1
you don t know me but i m your bra rt doobie brothers member michael mcdonald says he ll come out as a tranny,1
its a problem bitch ya better follow me i give ya this dick you then won the lottery,1
it s wifey over bitches but money s over her cuz money s under nothing my life is such a blur it s not the way it has to go,1
leo apolonio look this niggah did a drive by on the bike,1
from conversation at that these hoes be falling too easy,1
must have been a light skin hoe lmfao wtf she mean af he wasnt ready bruh rip,0
these hoes gay thats why,1
lmaooo nigga said a hol it down dyke was in the background,1
i got the giggles because i m a fag i ain t gon lie lol,1
rt getting bitches,1
niggas go crazy over bitches now a days like calm yo happy ass down,1
i thought you was talm bout the school wifi i was gon say all you had to do was ask a bitch,1
well ho di doe thank you,1
rt it ain t nuttin to cut that bitch off,1
what a wetback looks like when he gets caught crossing the border,0
bad bitches is the only thing that i like,1
get that degree first bitch,1
rt the older i get the less i give a fuck beef bitch please loosing friends bitch bye drama ill pass,1
double tap and imma be honest hoe honest hoe,1
don t take advantage of a nice person hoes everyjuan,1
rt fake bitch hey girl me,1
rt future bae best drink fiji water so her pussy taste like retweets amp cinammon apples,1
shuddup hoe,1
i can t believe this nigga told me to put nutella on a bitch before you eat her out wildnigga,1
thatfuckmemoment when you leave your car windows down and it rains in your car and looks like hurricane katrina ran through that bitch,1
rt i m not saying i m for this but studs will fuck trannys but won t let they bitch strap them down you muhfuckas childish lol,1
ugh i m such a little bitch,1
horny mature babe in a kimono has her pussy fingered and fucked,1
rt this was the most racist bitch in the world,1
if you would have followed george washington in it means that you re white trash,0
rt when the pussy so wet you hear that shit smacking gt gt gt gt gt,1
rt i m trying to pass my nigguh,1
cuz bitches love cheesy,1
boa i m trying see if that bitch was going or not me amp vick stay agru about he don t get hoes,1
i treat my bitches with respect,1
fresh polo on you bitches,1
i m jakes bitch,1
i can t remember all the girls i ve smashed on god hoe shit not technically it takes,1
he died for a reason rt i didn t follow you back cuz you fat bitch foh large hoe jesus ain t pleased fam,1
rt hell nahh if a bitch had respect for her own damn body she wouldn t wear that shit in public,1
rt liquor before beer you re in the clear beer before liquor you ll be fine don t be a bitch,1
all that but the bitch can t take a joke,1
i m a dick and you ain t even got ya strap on pussy,1
so far today every time i try to load an article from the blaze on twitter the site crashes wtf is selibus doing now the cunt,1
gansitos are atg beaner candy,1
dudes have problems deciphering sex too side bitches get wifely love you can t keep a secret if you re overdoing dirt,1
for all you hoes know i could be dj zetti,1
every bitch tell me i act like a nigga whatever the fuck that means,1
grant bitches more than a year old white bitch,1
pussy shit,1
i just need to know what that pussy like so one time is fine with me drizzy lol,1
i m so faded my nigga i m about to disappear in this bitch,1
yup and now we pickin you white bitches bare like a chicken leg,1
amo los pies fuck yeah,1
quit talking shit you fucking faggot you re seriously just mad bc no one wants you who the fuck do you even think you are,1
good day honkies,1
awe did i cut you off and make you mad that s too dam bad shoulda been going the fucking speed limit bitch,1
lmao excuse me bitch i am not soundcloud,1
rt bitch don t nobody care,1
this is why people are lucky they only deal with customers over the phone there d be a lot of choked out bitches if this was done in person,1
i m not particularly shy but hard for me to break ice with a stranger or in others words i m a pussy haha she was so cute too,1
lol now all ya need is sum beacg bod abs pussy boy,1
he s been drinking too much of that shitty canadian hoser beer eh,1
she a true boss bitch i respect her,1
rt hoes be going through depression when they dude in jail bc other females gettn told the same shit they all need to be there,1
it is bitch,1
no one understands how much it pisses me off when people use the word retard,1
rt lebron a bitch drake performed with a torn acl at the mtv awards,1
when bitches i work with are on there period,1
foreign bad bitch n she said her name trinaaa trap house look like it got hit by hurricane katrinaaaa,1
i feel like i should be sad and all that pussy shit but i am just so pissed right now idk what i m feeling,1
rt side hoes shall only eat side dishes fo ye are what ye eats traprinthions,1
oh yeah and fuck the lakers too bitch boi,1
mom you ve been a real bitch lately,1
rt i hate you dumb bitches that swear that to be happy you need to be a in a relationship y all honestly need to revaluate life,1
rt rt i done went wit a hoe before frfr so who am i to judge,1
hey hoe,1
the opening to donatella inspires me to wake up and be the baddest bitch i know i can be every day thank you,1
late night studio sessions bitch i got that work brickk ent ya bitch ycg night life,1
ohh yaa he wants brooke to be his pinkie toe so he can bang it on the coffee table what a twat lol,1
bitch ain t u his lawyer y u thank ery body stfu kill dat bitch to,1
ruley a bitch ry,1
i wonder if there s ever a day in my sisters life that she s ever not a complete and utter bitch or if she saves it special just for me,1
remember when i told yall bout my coworker not lookin out a couple weeks back karma s a hoe got his ass,1
rt i like good weed amp bad bitches dat can roll it up,1
i must be a bitch,1
get a bitch break a bitch,1
you a broke bitch too,1
rt when she comes through with the nudes but they trash but she got big titties,1
think its cause she saw me doing biceps lmao jk im still a bitch,1
here i go welcome to the titty show typa ass i see in a video when i fuck nut in you like a silly hoe,1
would ve liked some more backup but i can handle myself against a gang of retards,1
rt do i have time for these hoes no no no no no no no no no,1
lmao rt harden look like the last air bender out this bitch,1
rt you and yo bitch break up and she start lol at another nigga she gone for good bruh,1
fucking bitch,1
hell na hes a honky brah,1
oh gt gt gt gt gt so that s the bald bitch lt lt lt lt lt lt lt,1
my main bitch amp my side bitch mad at me i could give two fuckssss,1
same bitches they be all in my face bout how they couldn t do it be the same bitches all on his dick,1
this white bitch dressed as the devil at my job oh the irony lol,1
group chat bitches we call yall undercover feds watching everybody,1
happy birthday to literally the craziest bitch i know i m so happy i m related to u,1
if dey go to linch together she gon eat that pussy befo they come back,1
they can t fit on that small ass street son bitch you know what happen last time we was onyur st,1
my bitch cold not average you couldn t fuck my last bitch,1
if you slow down for a puddle you re a bitch,1
but bitch you gon shave or wax that pussy before i bless it foh,1
lmaoo typical nig nog bombs should ve got pics,1
rt bitches cant get the ios because they have over gb of selfies cuh,1
i don t hit women but i d slap tf out a bitch no close fisted business though that s some cowardly shit,1
boy a bitch still ain t got the proper amount of sleep,1
rt i want to leave but he said he was going to eat my pussy now i m afraid to go and leave my cat alone with him,1
and youre a fucking loudmouth ignorant redneck fuck you still tryin to suck your own dick you cant you dumbfuck its too short,1
keep it realer than the next bitch no need for u to ever sweat the next bitch indeed,1
rt lees hoe een gepeste jongen zich probeert te verdedigen ingezonden brief volkskrant pesten,1
you dirty little bitch,1
trainer lady is a bitch shook my hand made me promise her i ma study for a test tomorrow and idk i don t like her she s trying to break me,1
rt i m such a bitch lmao i really just say what s on my mind though can t help it,1
these bitches crazzzyyyyyy,1
i swear ain t nothing worse than a bad bitch that lost it,1
oh my god this bitch walked past me and legit smelled like a fish market tfeh tfeh tfeh,1
so i made hey as a short cut for pussy lips in ann s phone,1
if you are out clubbing every weekend and leaving your child with your baby momma i don t wanna hear you bitch about child support,1
she tried to get you to rob the wop but now the bitch in critical,1
just need a bad bitch thats gone always hold me down,1
a moment of silence for the bitch who changes her name everyday,1
danny chris and i should not be allowed out in public together cunts,1
whatever fuck all those assholes they re niggers they all look alike to me,0
rt you prolly don t like me niggah i don t really give a fuck how you feel,1
why you gotta hoe me like that,1
rt attention keshonna alexander had the best pussy in the world taste good asf,1
has anyone noticed that aliens have flaws too some of those retards have crash landed on earth means they dont know how to drive,1
we should change that to bitch about everything for example my girlfriend don t like the crew i hang with she bae,1
rt lmao i fucks with amp real talk them bitches know how to have fun,1
tylar shut up bitch i usta make you these,1
i m not mexican enough for the real beaners yet too mexican for the americanized beaners,1
aye sae en feeld kawkin dyke,1
rt welcome to good burger home of the good burger can i fuck your bitch,1
that bitch could sit on my face,1
yall bitches only muslim when yall hair fucked up ctfu stop that youngs,1
rt this tweet was a booby trap and i caught hoes,1
rt can murder my pussy,1
getting hit off a cunt thats about foot sideways and a cunt that was in the army lol i dini care yous are fuckin laughable,0
got these bad bitches waiting on me,1
im so happy in the morning after i shave my pussy cuteness always sets me up for a good day u need some dick,1
feel like im at home when im in dis bitch,1
amp fuck your bitch,1
rt i have no hoes man i don t need those though i need to pick mines back up,1
no love for these fuck niggas hoes,1
rt last night was cool until niggas was more worried bout us than bitches it s like that all the time,1
this bitch just said lorde is rock no,1
if pussy is just pussy to you you a nasty ass nigga hope you get aids bit harsh rethink that statement,1
is it full of niggers,1
im our here filling these hoes jaw side,1
me and my nigguh stay doin it,1
rt bitches eyebrows be on fleek loyalty on weak edges incomplete and pussy on reek,1
where the hoes at we looking for the hoes ayeee,1
rt i have to pretend like i m a cold hearted bitch and cut you off in an instant without a second thought when actually i,1
rt rt x x rt only twitter niggas care bout hairy pussy them niggas i fucked today ain t gi,1
when it start thundering bitches be like i wana cuddle naw bitch you just wana excuse to suck a dick you and mimi sit tf down in a corner,1
so i guess that makes us blacks double niggers huh,1
sell soul yea bitch shit serious,1
lol shid who got one boy my ass lonely as a bitch you cuffed up ain t ya,1
bitch don t kill my vibe,1
will s tweets scream look at me i m a pansy ass bitch like of the days in a week,1
i was gonna put i wanna eat the pussy like a saiyan in her mentions but they re savage enough,1
rt lol thats grwn man shit nd bitches b loven it,1
my nigga so stiff but his bitch even stiffer me that is,1
when ratchet bitches find out the club ain t to get in,1
rt fuck bitches get money a favorite nigga s line when a girl leave his ass for another man,1
that nigga spun around in the pussy,1
porn android iphone ipad sex xxx anal bbc anal creampie bitch,1
rt bitch bye,1
i don t like the sand nigger but it s entertaining like knockdowns,0
sometimes i feel like being really nice to everyone then i m just like wait you re all bitches anyway soooo,1
rt pussy,1
a bitch couldn t pay me to get dem pregnant again fr fam ion see how niccas out here poppin kids out,1
got baby mama no bitch no wife,1
im prolly wit yo bitch big butt cant fit up in the,1
rt this bitch came to the club with a broken neck bitch you serious,1
niggas gossip like hoes man i ain t wid that shit,1
i remember me amp duddy was arguing amp he gon say shut up bitch that s why you raped me just childish,1
jon jones just lost all my respect turned down a fight like a bitch hope he loses his next fight now,1
merry christmas to all y all bitches and hoes,1
i don t be crying over stripper bitches that left me for dudes with money tho and singing about it,1
u guys are fags,0
was just informed that crunk ain t dead ho lol okay sure,1
lmao amp aero sound young af talking bout hoes n weed n shit brah you gotta listen to this shit,1
rt i took yo job bitch,1
you re being a bitch lol but naa serio wassuo,1
rt bitches came over yeah we threw a party,1
ha well iguess i make them hoes loyal bro theyll never be loyal that y they hoes my nig,1
rt bruh every time a famous celebrity tweet something the st person to comment is some hoe talkin bout slap ya dick on me d,1
you only bully people you know you can why you ain t do this in the playoffs bitch,1
bitch yu nt gone mention me back,1
i m a bitch,1
yass bitch yass,1
lol send dat nicca clean out talmbout some n what if he really is,1
quit bitching faggot happy you cant see your faggot family cry baby little girl crying in the parking lot you aint a man sissy,0
rt hoes be getting loose then move to other cities once everybody finds out they a hoe lol,1
this game on some shit haha playing that hoe high had me and my nigggs trippen haha,1
fuk dat bitch lol voice,1
you will and he s gonna get all dem bitches,1
it s a band negro,1
i love how bitches be talkin how the single life is the best life then bitchin and complaining how they need a boyfriend wtf,1
rt that s my bitch,1
u still fuck with your old bitch disrespectful like shit,1
gonna drink and talk about bitches that i ve almost had,1
rt bitch you ugly as fuck are you a fuck tranny get alligator face as,1
thugga let ur bitch suck em up in rentals,1
only americans would hire white trash with ties to international terrorism as police officers,0
rt aye stfu you dyke lookin bitch i m pretty sure you have a bigger dick than your boyfriend,1
hoes gon be hoes let them be,1
hey fag i said this was your aunts he said it was you,0
my nephew keeps tryna kiss me and i m like bitch you got zero followers dismiss yourself,1
rt horrible rt invader zim was trash,0
mean bro fucking faggot,0
me you don t even lift pussy,1
the streets a dirty hoe niggad try to wife it though,1
rt im so fucking done with i fucking hate you guys and your insurance policy is trash and omg square the fuck up,1
ahhh fuck it let s go rows for the hoes,1
rt fuck twerking bitch can you cook,1
yes ugly bitch with the shitty platinum blonde skunk hair you did take cuts,1
shawty wanna tell me secrets on how to rap niggah i tell that bitch it s more attractive when you hold it down,1
my bitch bruhhh,1
fucking pussy bruh lol,1
you say you classy and sadity i say bitch you a tease,1
it s campaignseason bitch,1
rt chris brown got no chill button why sell a bitch out on social media tho like not even a subliminal buddy took time to,1
cause everyone just loves yo bitch ass rite yea sure,1
just seen a dude wearing all black and white outfit with pyrex shorts she s getting some pussy tonight,1
mondays are a whole lot better when you re driving a vehicle that white pussy uhhh get ya,1
lucky as bitch ft juicy j,1
rt if my son ever turn out gay ima have to get his mom and let this nigga know what a pussy feel like,1
bitch fuck you you cut off until i get my snacks from fat boys,1
all these faggot fell asleep on me,1
she cares tho appreciate her lol rt a trolling bitch is a lonely bitch,1
rt you can ride for a nigga ya whole life new pussy fuck it up in one night,1
they thought i wouldn t make it pussy nigga we made it,1
pussy on my mouth pussy on my pinky ring,1
wait a min you nigga bitch lol rt fuckthesteelers httr i don t give a damn if it cont,1
i m the type to put that bitch in a river so you can gtf out my locations lol,1
rt i need my pussy ate now,1
it s got good mojo for sure paybacks a bitch,1
niiice my nigga schinder pullin hoes,1
rt this nigguh chris paul,0
lean wit it rock wit it az niccas lol,1
is dem i wants to has my weenis swingin but da twitter say day shut my colored ass down,1
lol rt most chicks that go to enon are hoes or reformed hoes,1
rt i wish i was a bird so i could constantly shit on the people i hate,1
rt is everyone on the redskins lathered in oil what the fuck,1
rt straight to each his own but these hoes weak,1
it s a sad sad day when a bitch loses her sponsor,1
rt these hoes getting dressed up as hoes for halloween just to do what they always do every other night,1
we hate the yankees though right i feel like i m really good at hating them,0
hoes will be hoes lol,1
arod like ugly bitches that like to fuck,1
rt bro you just made me want that ho even more what year,1
get my name tatted right by ya pussy,1
my phone is finally back on bitches no more textnow,1
they call me chief weak bitch,1
i m dreaming ewwww bitch you must be fucked up,1
dese hoes be lyin to all of us nigga,1
so many hoes whipped you would have thought we were still in slavery,0
dem niccas run plays too quick,1
rt unfollow me bitch i won t cry about it,1
rt when you ve got or hoes every one of them sees her man as god that s why you don t have sex with them very often,1
i dont love these hoes,1
take your queer ass dubstep out of here,1
they got some trashy ass hoes out here,1
two horny guys take turns beating the shit out of a tight teen pink pussy,1
i used to dress up like a cop too oh really yeah right after mad pussy really yes i ll never forget,1
moderator wants to bitch slap romney so hard,1
nigga don t be telling my business on this hoe lol,1
may i jump in u ball less dick wad as a conservative feminist disabled vet bitch i wish u luck with a capital f,0
shelby your pussy is beat up,1
rt she used her hair to throw her then kicked her in the head then called her a bitch,1
my new bitch finer than a mf but i don t understand shit she say,1
my bitch do all that and still go out,1
not even sweating these hoes,1
rt i hate when netflix stop amp asks if im still watchin like yes u think i got up amp started doin somethin with my life bitch,1
you look like fucking shrek bitch,0
pop me a pill amp throw that pussy a rave,1
rt what the fuck was wrong with me thinking i can wife this hoe,1
got a couple bitches saying they know me but i ma let the money talk for me and i m like wwyd,1
i m so glad i don t wake up lookin like one those medusa lookin bitches,1
and i replied hoe,1
cause you re a sexy bitch,1
i m with bitches amp of em mix,1
rt i asked dis bitch to get me water mins ago where dafuq is it,1
so if i had dreads tattoos and a beard id get all the bitches,1
going back to school sucks more dick than the hoes who attend it,1
these smoking commercials be blowing me like bitch it s yo fault yo child was premature shouldn t have been smoking while you was pregnant,1
rt i never had a nigga taken from me in order to take him from me he must not return keep that in mind bitch,1
put a b tch pussy on first,1
juniors are still pussies,1
this foo came to the club wit his bitch on a leash,1
dis bitch gots spunk,1
fuck up pussy,1
what these bitches want from ah nigga,1
rt you the whitest person on my tl but you always so ghetto im sick of it,0
lmao i minds well be a hoe for all that i ain t mean like that girl lol,1
randies are fags,0
really bitch,1
bitches crazy,1
rt yall niggas think i just hang around your crib doing nothing bitch i be getting bread too,1
i want a dyke clique,1
rt same bitch talking abt you will be the only bitch in your face but,1
ya bitch choosin,1
yea that always looks nice all the monkey faced women a see around santa monica looks better than natural beauty don tbedumb,1
amp you should feel disrespected if a bitch try to suck you up with dry lips,1
i like my bitches bad wit a lil attitude,1
rt this bitch is no help at all,1
rt and i ain t trippin on nothin i m dippin on somethin and my homeboy say he got a bad bitch for me tonight lilway,1
send them damn beaners back where they belong n the us aint it,0
you ain t feet under its not over pussy,1
rt can someone show hailie this tweet bitch blocked me,1
u stupid fuk head bitch,1
rt and if you ain t a ho get up out my trap house,1
what these bitches want from a nicca,1
somebody help her bitch nigga bye you just want something to say,1
rt she eating pussy but don t eat vegetables,1
lt i poked this little pussy with a stick and he curled up into a little ball like a pill bug,1
that mindless twat is shitting on hiphop hahahaha,1
rt where tf lyssa toilet mouth ass wassup you be twatching hoe,1
and you a bitch even when you say you love me you a bitch i pray you crash like caroline into a ditch,1
senior privileges bitch,1
he looks like a pretty dyke,0
this weather is a bitch,1
i did anything for my bitch now these hoes only get hard dick nbs,1
my bitch,1
girl like pics of mine on instagram this morning while i was working when i saw that i thought this bitch need a life,1
and i wanna say something soooooo bad to these two cunts on twitter eh,0
rt chill rt tweet you don t like bitches wit short hair ya mentions gon be full of this,1
if you body count more then mine you a hoe js,1
pussy so good got me running through the hood,1
now fuck that stfu shit how a bout u stop being a little bitch and get it round cuz u avoiding question u fucking scarry,1
bitch fck all lay wat you wanna do,1
this my bitch please face,1
you re right momma ain t raise no faggot,1
fuck all cops and fuck you too tarah bitch your elongated nose is shaped like a horses dick,1
pussy,1
rt big sean is and pounds yet he calls everyone lil bitch you the lil bitch sean you the lil bitch,1
rt ariana grande built like a year old chinese boy bitch shaped like an iphone gs but niggas go crazy over her she no,1
rt these bitch niggas couldn t live my cold life tyle,1
rt exactly same shit i said gt gt gt so nobody think mimi was outta line for inviting stevie j to the gay nicca v,0
hickies in between her thighs right by her pussy gt gt gt its only right,1
a man will cheat on his woman fuck different bitches in year,1
i m otp bitch hold on,1
ya bitch crib,1
lol it s possible that a hoe can treat you the right way but will she love you the right way no a hoe will be a hoe,1
wow my cuzin dont like lil snupe this niggah trippin,1
so my dumb ass screams fuck the redskins in this big ass echo filled parking garage,1
like these nigguhs pussy there s no other thesis,1
rt rides into the pussy on a gym class butt scooter,1
u got my k bitch nigga al haymon to antonio tarver,1
my bitch gotta be as fly as me if not flyer,1
you look like a bitch nigga to me,1
okay let s fight you ginger faggot,0
lmao rt is fish pussy wett,1
rt half y all bitches side hoes and don t even know,1
rt a couple is a couple not a couple amp one not a couple amp some not a couple amp plenty no hoes no,1
oh my gosh why are so so cute fa la la la la la la la la bitch,1
you tha hoe,1
rt crying kill me with fire rt that pussy crying for help,1
whheeet bitch you lying,1
the thing about working with black people these bitches never on fucking time then wanna complain about a short check bitch die today now,0
now we have a ebloa case in texas if we kill all the niggers we might be safe,0
but shawty you not a bitch you the one i get money wid,1
same hoes is still at it i should ve known,1
have you ever had sex ina cherry red vet witha fat trap niggah keep that pussy sooo wet,1
no boats and hoes please thanks mom,1
i m a fucking fag they said,1
i ll start at the butt and work my way to the pussy,1
rt porno hoes funny af bc they ll still be like u like this tight ass pussy even tho the dude been fucking for minutes w,1
america is white trash and so are all americans,0
rt you talking shit but yo pockets ain t shit yo bitch ain t shit yo life ain t shit nigga you just a ain t shit as nig,1
rt u bitches boring,1
rt bitch must have a amp be related to jesus then gpa or legacy rt how this bitch get in,1
it s this dyke chick cut hair in the barbershop look just like future,0
steve mcnair got murdered by his side bitch man life is crazy,1
bitch you can t even say no lol,1
soo guys those tweets are bullshit be you and if the bitch is to stupid what she wants then she not stupid it s that she doesn t want u,1
bitches,1
didnt you propose the brilliant idea of college students packing heat you are a savant dumbass teabaggers,1
it s scheduled up already tho bitches gt bryancranston gt one tweet and he s got joepesci out there making fun of stolenbases gt baseball,1
see my nig today somebody who understands the music like me,1
like a bitch pic is flirting nowadays,1
naw u keep it fake get yo lame ass on somwhere wigga hell no get on somwhere,1
you a little genius man i need you for a class so u can help a nig out but you cool af man,1
oh really and that s word where u be at then i wanna see what bout then i don t wanna hear what u gonna do i want see it bitch,1
rt it make the pussy sing it aint rt my dumb ass thought that was a microphone,1
rt never trust a bitch that take quick ass showers,1
rt leave ya kids unattended cause u wanna turn up i hate u fertile hoes,1
rt stupid ass toe dog dam bitch you mad at your toe dumb hoe yo toe aint wanna be stomped,1
rt every super hero a bitch except iron man peter parker the biggest hoe loser ass nigga no bitches no cribs no whips,1
what i hate about edm festivals is the people who bitch about the line up stfu,1
rt if a nigga fuck my bitch dats on ha cat but ima leave yu alone fa being trifling,1
lol i got rose been dat nicca tho never forget lol yee i was trippin,1
can someone treat me to some grub i m broke bitch over here,1
broke tf outta this niggah at he stopped playen defense and all,1
cuh this is our scrum fallsevens distonga niniwubbsme we re finna smash some bitches rugby,1
of course i was being bitch learned from my mom how to make a guy feel like he s foot tall,1
rt idk who gave that bitch my name idk who gave that bitch my name or number anti captain sav,1
rt when they said lifes a bitch they really meant it,1
bsd bitch make it clap,1
i bet he rey go crazy ona bitch jack llab,1
you got that pussy nigga disease ain t no curing ya,1
rt if these drop a song together bitches will never run out of quotes,1
i view hackers on the same level as shoplifters bitch slapped into the lake and held until drowning harsh but yeah hate,1
holy shit freddie highmore was in charlie and the chocolate factory me rolls on the floor laughing,1
rt chief keef changed the rap game when he said bitch i m cooler than a cooler,1
wait what in the mudda cunt hypocrisy,1
both but that was the old me lol rt u be havin bitches on deck for the sex or it s a new joint every time,1
rt fellas remember to stock up on thermals and timbs before the dykes buy them all,1
that stupid bitch karma best pay up,1
shit he prolly is other than that everybody else trash,1
rt if my jokes offend you i m sorry it won t happen again amp are lies you re a pussy,1
rt brought to you by bad bitches and good weed,1
not protected in the state of utah there is no fear of queer couples forcing churches to marry them they do not legally have to do so,1
niggas get pussy in the friend zone,1
lmao dylan just got called a pussy by mr o himself takes skill,1
rich haha u broke bitch no women would ever fuck you lol,1
go buy them bitches,1
rt kik me ass hoes rt got an iphone but it s off ass bitches,1
cigarettes are so gross half the bitches that smoke cigarettes,1
what restaurant drugs tests hahahaha that s fuckin trash,1
saw my dog humpin this female dog the other day now the female is waiting outside my door for a quick hook up my dog gets bitches,1
stupid bitches lt lt lt fuck,1
rt that s right you don t marry hoes you rent em,1
bout to ride my horse to come fuck yo bitch ooh em tho,1
i love when people bitch about athletes being payed to much like they d turn down millions what the fuck ever,1
yeah they heard i m fucking nuts like the swag of a fag,1
idk how bitches trust other bitches sooo easily i still have the same friends,1
rt if u got cotton mouth u can eat my pussy,1
every time i fuck i gotta hit me least like two bitches,1
hayfever is a cunt,1
rt viola davis sans wig is still stuntin on you hoes in the most classically beautiful way htgawm,1
rt got these hoes on my dick like brad pitt,1
you mad cuz she fucking on ya enemy she wins cuz you letting that shit fuck with you you can t control these hoes why stress,1
i wasn t serious bitch bitch them niggas i named ain t fuccing witcho ass we all just making shit up,0
how about you me bitch,1
bitch go shoot some balls of paint ole hobby finding ass,1
rt im done wasting my time i m just going cut a bitch off faster than i blink,1
paybacks a bitch and bitch you ve been livin in debt with me,1
give me wishes i wish i wish i wish you would bitch,1
rt hits blunt bruh if she tells me to go text my other hoes but she s one of my hoes do i keep texting her,1
rt and i m not stuck up you niggas just love assuming bitches want yall when we just being nice,1
i wish i never met that bitch bro on god,1
bowling green s campus looks old as fuck like state penitentiary old but they do have a lot of bitches so i guess that counts for a lot,1
rt ya lil dumb ass bitch ian fwy,1
rt do i get to pick the actress who portrays me on unsolved mysteries when the police find the remains of the bitch who ca,1
hey bitch imy,1
cut a bitch,1
dawson and nicky hickman delete the fake account and and stop being bitches,1
iycmi i can t get any work done if you keep showin off your bitches,1
rt i need some phenomenal head like someone who was born and breed to eat pussy someone who is an adept when it cums to tong,1
lock that bitch too keep the heat out rt shut the front door,1
i wish a bitch would,1
rt these hoes ain t loyal,1
rt s o to all those girls who are curled up in a ball in their bed waiting for that goodnight text go to sleep bitch he,1
add my snapchat lil bitch trevaughn,1
any nicca gettin it n da ass is a fag howw please explain this twitter logic i m confused,1
i told u ugly niggas get bitches young i promise u work ya magic lol,1
haha not you just getting shit from everyone else when my second favorite team is the redlegs,1
last night this bitch was talking bout she wanna smoke amp go to wingstop amp i was the st person she thought about who paying for all this,1
me amp my next bitch gone turn up on the fashion side amp we ain t wearing nun of that designer shit that shit basic af,1
rt bitches will argue with you for mins and then be like you know what i aint gonna argue with you bitch what,1
bitch yeah it was me caught me red handed sorry,1
rt cheers to you you stupid bitch,1
rt i m sure this tweet will protect you from karmic payback bitch,1
my job some hoes how you gonna call at talking bout come to work at ummm no i m staying in bed,1
shut the fuck up you fucking trash nigga work on another ring,0
rt life s a bitch but that s the only love i know,1
rt periods dont stop nothing but a sentence boo let me taste that pussy i bet u taste like quarters,1
rt i hate when people ask who you tryna look good for bitch myself bye,1
you out yo mind rose colder than kim amp way more down to earth kanye bitch give him more problems than wiz s does,1
if your a nigga and you use the term yassssssssss im just gonna assume your a fag,1
i m sick as fuck this shit is for the birds,1
and if u aint a ho get up out my trap houuuse,1
rt if a bitch tweeting about a nigga and he saying he don t mess with her he s lying that bitch ain t tweeting for nothing,1
you and should name a group called mob moaning old bitches,1
pussy nigga it s the same term,1
rt i look at every bitch ass that walk past me,1
guys that struggle to get pussy are the main niggas that bad talk women he could get more pussy if he can learn how to stfu and chill,1
rt women all over america are overstating the value of pussy,1
i hate when people organize plans and you end up reaching the destination before them bitch don t ask me if i m here,1
rt my soul mate probably some ho around the corner,1
hoe,1
hitler didn t finish it can u if a nigger ur jew confronts u in the street what then,0
rt i look in the mirror and see a pussy ass bitch that sits down when he pees,1
not true rt every man has hoes bye,1
jhene aiko ain t shit but a spiteful side hoe she ain t even fine,1
beyonc more of a hipster bitch wit no hips these days,1
aint this a bitch the power out from this shit,1
rt made homemade chili and cornbread for dinner and watching supernatural with my fave boys happy saturday bitches http,1
but never to moose lol log off faggot your finished,1
one of the biggest arrests of a loudmouth bitch was reesewitherspoon so why a nigga gotta act like a whitebitch to the police,1
and your an annoying ass fuck boy he could of still meet up and fight somwhere else u can shut that bitch shit up fuck boy,1
das new bae my bitch bad or naw lmao,1
you look like ac green bitch don t call here anymore,1
i m always dumb too a extra slow ass bitch,1
lol bitches be hella mad about they exs like why can t you be friends and forget about the past,1
rt i always text my besties like bitch call me i got the scoop,1
bitch give me my lighter or get shot,1
talkin bout bitches gettin butthurt am i right,1
u a regular nig u played out b lol ima b ig famous these days that counts for somethin,0
fuck that hoe,1
liking all my pictures to get a follow ass bitches,1
ok wat ever u say whitey u prolly never even seen shaft,0
rt messi refused to be subbed off are you kidding me so they took off neymar you little hobbit diva bitch,1
rt lexi swear she a bad bitch,1
errybody in dis bitch getting tips whispers errybody in dis bitch getting tipsy,1
y all can have skylar diggins looks like a tranny to me,1
rt yo hoe will get slayed,1
cassie laine brunette slips off her lingerie and massages her wet pussy with oil,1
rt so before you wear a thong get yo pussy in check,1
what be the peckin order white christian colored porto ricans arab jews i donts know i be axin,0
rt today seems like as good a day as ever to bang some bitches and go for ice cream,1
rt fake ass bitches bruh lol,1
nigga ill take ya main hoe make her call her home girl and make em share the same dick,1
rt i m running like a bitch michael clifford role model and inspiration to many,1
why is it always the fat bitches talking shit,1
this was hung in the boys bathroom st dominic silly bitches,1
aint no hoe in blood,1
bill romanowski is still a cunt who saw that one coming,1
she playin pussy hole bingo she drawing the next number,1
niggas who talk about pussy the most get the least rt what a shine box glittery pussy,1
backdoor is open them hoes will let you fuck em in the ass usually an extra charge plus the rate you agreed upon,1
